months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,raw_import_id,data_status
142,29,890280,1/24/2010,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0,-48500,1/29/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,1587,UNPROCESSED_LEGACY_01
162,35,431583,5/15/2000,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,?,0,0,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,5506,UNPROCESSED_LEGACY_01
140,35,155912,3/21/2008,OH,100/300,1000,1520.78,0,470538,FEMALE,N/A,?,chess,wife,0,-42900,?,Parked Car,?,Trivial Damage,,N/A,Columbus,3320 5th Hwy,5,1,?,0,2,YES,2860,520,260,2080,?,?,1997,2221,UNPROCESSED_LEGACY_01
106,28,110143,5/7/1990,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,1/18/2015,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,6645,UNPROCESSED_LEGACY_01
292,45,808544,2/5/1991,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0,0,1/9/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,?,7370,670,1340,5360,Suburu,Impreza,1997,7125,UNPROCESSED_LEGACY_01
34,34,409074,3/19/1992,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,1/13/2015,Multi-vehicle Collision,N/A,Major Damage,unknown_val,NC,?,3998 4th Hwy,4,3,?,1,0,NO,50800,5080,5080,40640,?,A3,1997,4640,?
290,48,824728,4/24/2013,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,video-games,?,45300,0,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,?,1,1,?,41520,5190,5190,31140,Nissan,Ultima,2014,4251,UNPROCESSED_LEGACY_01
182,38,606037,N/A,none,none,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,movies,?,53800,-78300,?,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,?,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005,8480,UNPROCESSED_LEGACY_01
362,55,636843,12/1/2008,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,unknown_val,N/A,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,7303,UNPROCESSED_LEGACY_01
143,32,111874,7/5/2000,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,1/15/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,?,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,5382,?
183,38,439844,N/A,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,N/A,not-in-family,20200,0,1/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,N/A,Hillsdale,5874 1st Hwy,17,1,NO,0,1,?,51920,9440,4720,37760,Audi,A3,2001,7289,UNPROCESSED_LEGACY_01
254,40,463513,4/23/1995,IL,none,500,1390.89,5000000,453719,MALE,N/A,armed-forces,bungie-jumping,wife,0,-74400,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,N/A,Riverwood,6467 Best Ave,23,1,?,2,2,?,53460,9720,4860,38880,Volkswagen,Jetta,2009,7988,UNPROCESSED_LEGACY_01
249,43,577858,9/16/1990,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,?,golf,not-in-family,0,-71200,2/16/2015,N/A,N/A,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,N/A,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,8106,UNPROCESSED_LEGACY_01
169,36,607351,12/11/1998,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,?,77440,14080,7040,56320,Dodge,Neon,2004,7249,UNPROCESSED_LEGACY_01
235,40,682754,10/9/1995,IL,none,500,1398.94,0,613399,MALE,College,craft-repair,bungie-jumping,husband,0,0,?,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,1846,?
112,32,757352,12/21/1999,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,2/11/2015,Parked Car,?,Trivial Damage,,NY,Arlington,4558 3rd Hwy,4,1,?,0,2,?,5060,460,920,3680,?,CRV,2012,7843,UNPROCESSED_LEGACY_01
16,32,307469,7/28/2002,IL,none,1000,968.46,0,615767,unknown_val,MD,tech-support,chess,not-in-family,50800,-66200,1/27/2015,N/A,Side Collision,?,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,?,0,2,?,59400,6600,13200,39600,Dodge,RAM,1995,4734,UNPROCESSED_LEGACY_01
128,31,526296,8/3/1993,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,N/A,Springfield,5532 Francis Lane,2,3,NO,0,2,?,69930,0,15540,54390,Ford,Escape,2013,2161,UNPROCESSED_LEGACY_01
103,27,658816,12/16/2007,IN,100/300,1000,1537.33,0,468470,unknown_val,College,handlers-cleaners,board-games,?,0,-74800,2/20/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,77700,7770,15540,54390,?,Wrangler,2008,6221,UNPROCESSED_LEGACY_01
356,54,913337,2/10/2008,OH,500/1000,500,912.3,0,461383,MALE,N/A,prof-specialty,yachting,wife,58500,-44000,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,N/A,Northbend,9214 Elm Ridge,23,3,NO,2,1,?,68750,12500,12500,43750,Audi,A5,2007,3519,?
109,29,488464,N/A,OH,100/300,2000,1007.28,6000000,457727,FEMALE,N/A,adm-clerical,movies,husband,0,0,2/21/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,5421,UNPROCESSED_LEGACY_01
2,20,480094,3/9/2003,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,?,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,5038,UNPROCESSED_LEGACY_01
198,34,263108,5/29/2003,OH,250/500,1000,1576.41,0,614941,MALE,N/A,handlers-cleaners,kayaking,other-relative,0,-55100,2/25/2015,Single Vehicle Collision,Side Collision,?,Other,WV,Hillsdale,6834 1st Drive,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,2761,UNPROCESSED_LEGACY_01
107,32,298412,5/6/2002,OH,100/300,500,1172.82,4000000,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,2/24/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,?,1,3,NO,3900,780,390,2730,Ford,F150,2010,6573,UNPROCESSED_LEGACY_01
252,39,261905,2/28/2004,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,2/21/2015,N/A,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,?,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,1780,UNPROCESSED_LEGACY_01
303,43,674485,1/14/1999,OH,500/1000,1000,671.01,7000000,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,?,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,?,2,0,?,60210,6690,6690,46830,Nissan,Maxima,2013,8636,UNPROCESSED_LEGACY_01
101,32,223404,1/23/2002,IL,250/500,500,895.14,0,439964,MALE,JD,sales,N/A,other-relative,52600,-30400,1/10/2015,Single Vehicle Collision,Front Collision,?,Ambulance,SC,Columbus,2352 MLK Drive,4,1,?,0,3,?,43600,8720,4360,30520,Suburu,Legacy,2010,3097,UNPROCESSED_LEGACY_01
446,57,991480,12/9/1992,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,7689,?
330,48,804219,6/24/1998,OH,250/500,1000,1625.65,0,466498,MALE,College,farming-fishing,skydiving,husband,0,0,2/26/2015,Single Vehicle Collision,N/A,Major Damage,Ambulance,VA,Springfield,N/A,10,1,YES,1,3,?,59500,11900,5950,41650,Dodge,Neon,2006,1900,UNPROCESSED_LEGACY_01
211,37,483088,1/6/2011,OH,250/500,2000,1295.63,4000000,430878,FEMALE,N/A,armed-forces,skydiving,not-in-family,42200,-33800,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,YES,1,0,?,53460,5940,5940,41580,Honda,CRV,2009,7417,UNPROCESSED_LEGACY_01
172,33,100804,2/24/2012,IL,100/300,1000,1459.96,6000000,600127,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,1/7/2015,Multi-vehicle Collision,Side Collision,Total Loss,unknown_val,NY,Northbend,8214 Flute St,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,5803,UNPROCESSED_LEGACY_01
316,46,941807,6/25/2011,OH,100/300,500,1219.94,7000000,431968,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,2/27/2015,Single Vehicle Collision,Side Collision,?,Ambulance,NY,?,6259 Lincoln Hwy,13,1,?,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,8813,UNPROCESSED_LEGACY_01
435,60,593466,11/21/2006,none,500/1000,500,1064.49,5000000,462804,MALE,Associate,priv-house-serv,N/A,other-relative,73500,-43300,2/13/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,?,62880,5240,10480,47160,Mercedes,E400,2007,2772,UNPROCESSED_LEGACY_01
344,51,437442,6/27/2008,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,?,paintball,not-in-family,0,-38700,?,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,?,6179 3rd Ridge,18,3,N/A,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,6292,?
204,40,942106,8/30/1993,OH,none,2000,1767.02,0,453193,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,2/27/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,N/A,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,5741,UNPROCESSED_LEGACY_01
278,47,794951,4/21/2008,IN,none,500,1285.01,0,459630,MALE,N/A,?,sleeping,not-in-family,0,-39800,2/2/2015,Single Vehicle Collision,Rear Collision,?,unknown_val,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,?,Camry,2010,1268,UNPROCESSED_LEGACY_01
434,57,182450,6/23/2000,OH,500/1000,2000,1422.95,0,608982,MALE,N/A,transport-moving,bungie-jumping,husband,0,0,1/17/2015,Multi-vehicle Collision,N/A,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,1699,UNPROCESSED_LEGACY_01
209,36,730973,1/11/2010,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,craft-repair,camping,wife,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,?,2711 Britain Ave,17,3,?,1,3,?,65440,8180,8180,49080,Jeep,Wrangler,2014,3754,UNPROCESSED_LEGACY_01
250,43,687755,3/28/1990,IL,500/1000,2000,1539.06,0,434150,MALE,Masters,sales,exercise,other-relative,37800,0,1/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,3,?,64200,10700,10700,42800,Ford,F150,2002,6274,UNPROCESSED_LEGACY_01
61,25,757644,1/29/1998,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,?,dancing,not-in-family,0,0,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,?,2000,8791,UNPROCESSED_LEGACY_01
80,28,998865,12/5/2014,IL,none,1000,1740.57,0,442142,FEMALE,College,farming-fishing,golf,wife,0,-18600,?,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,3,1,?,0,1,?,33480,3720,3720,26040,Dodge,Neon,2011,7937,UNPROCESSED_LEGACY_01
25,38,944953,12/7/1995,OH,250/500,1000,1540.91,7000000,608807,MALE,College,adm-clerical,polo,wife,40900,0,2/24/2015,Vehicle Theft,?,Trivial Damage,,VA,Northbend,1515 Embaracadero St,0,1,NO,1,1,YES,4320,480,960,2880,Toyota,?,1995,2489,UNPROCESSED_LEGACY_01
4,29,386429,5/27/2002,IL,250/500,500,1381.88,5000000,433153,MALE,High School,tech-support,exercise,other-relative,0,-77800,2/21/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,4,1,NO,0,2,?,4200,840,420,2940,Jeep,Wrangler,2008,5597,UNPROCESSED_LEGACY_01
32,29,108270,8/9/2002,OH,100/300,500,1446.98,0,436560,unknown_val,MD,adm-clerical,sleeping,own-child,0,-45700,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,N/A,11,3,YES,2,0,NO,57970,10540,5270,42160,Saab,93,2006,4945,UNPROCESSED_LEGACY_01
125,31,205134,12/2/2012,IN,500/1000,500,1220.86,0,436784,MALE,JD,other-service,paintball,husband,55400,-40400,1/24/2015,Parked Car,?,Trivial Damage,,NY,Arlington,9639 Britain Ridge,4,1,YES,1,2,?,4320,0,960,3360,Saab,93,2003,6093,?
276,45,749325,3/22/2000,none,500/1000,500,948.1,0,430621,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,1/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,N/A,11,3,?,0,2,?,69300,13860,6930,48510,Ford,Escape,2010,7191,?
148,30,774303,N/A,none,100/300,500,1471.24,0,601574,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,1/15/2015,Multi-vehicle Collision,N/A,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,NO,2,2,?,32480,4060,4060,24360,Dodge,Neon,1997,5094,UNPROCESSED_LEGACY_01
222,38,698470,6/17/2008,IN,100/300,2000,1157.97,0,433853,MALE,MD,machine-op-inspct,hiking,?,0,-64500,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,N/A,20,1,?,2,2,YES,60480,6720,6720,47040,Accura,TL,2001,5323,UNPROCESSED_LEGACY_01
32,38,719989,4/7/1994,IL,250/500,2000,566.11,5000000,453164,MALE,N/A,armed-forces,polo,unmarried,0,0,1/21/2015,Parked Car,?,Trivial Damage,Police,NC,?,N/A,22,1,N/A,0,0,?,2640,440,440,1760,Honda,CRV,2015,6666,UNPROCESSED_LEGACY_01
78,27,309323,2/29/1992,OH,500/1000,500,1060.88,0,613931,MALE,JD,other-service,skydiving,other-relative,0,-66500,2/3/2015,Parked Car,?,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,NO,0,3,NO,6050,550,1100,4400,Volkswagen,?,2009,1005,UNPROCESSED_LEGACY_01
238,43,444035,5/11/1996,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,handlers-cleaners,chess,wife,0,-44800,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,92x,1995,7587,UNPROCESSED_LEGACY_01
313,47,431478,4/3/2013,IN,250/500,1000,1556.17,0,463835,MALE,College,prof-specialty,reading,wife,63900,-53300,2/7/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,?,1996,2191,UNPROCESSED_LEGACY_01
334,50,797634,11/12/2009,OH,500/1000,500,1216.24,0,613945,MALE,Masters,priv-house-serv,N/A,wife,26700,-47200,1/14/2015,Single Vehicle Collision,Rear Collision,?,Fire,NY,Columbus,8639 5th Hwy,7,1,NO,2,0,?,50000,5000,10000,35000,Chevrolet,Silverado,2008,7814,UNPROCESSED_LEGACY_01
190,35,284836,11/5/2008,IN,250/500,500,1484.72,5000000,432699,FEMALE,N/A,tech-support,golf,husband,0,0,2/2/2015,Parked Car,N/A,Trivial Damage,unknown_val,NY,Riverwood,5743 4th Ridge,4,1,N/A,0,1,NO,3840,640,320,2880,Saab,92x,1998,3229,?
194,41,238196,2/15/1993,IL,none,500,1203.81,0,613119,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,?,N/A,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,?,0,2,?,95900,13700,20550,61650,Saab,95,1999,9888,UNPROCESSED_LEGACY_01
290,47,885789,7/21/2008,IN,250/500,1000,1393.34,0,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,?,4939 Oak Lane,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,2002,8343,UNPROCESSED_LEGACY_01
26,42,287436,9/11/2010,OH,100/300,1000,1484.48,0,613849,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,2/24/2015,Single Vehicle Collision,Side Collision,Major Damage,unknown_val,SC,Riverwood,3100 Best St,10,1,NO,2,3,?,63030,5730,11460,45840,Saab,92x,1996,1976,UNPROCESSED_LEGACY_01
254,41,496067,12/22/1995,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,?,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,YES,2,2,?,63470,5770,11540,46160,BMW,?,1999,5464,?
199,38,206004,9/26/1991,IL,250/500,1000,1281.25,0,467780,FEMALE,N/A,tech-support,movies,other-relative,0,-53100,2/4/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,?,0,2,NO,44440,8080,4040,32320,?,X6,2007,9266,UNPROCESSED_LEGACY_01
137,35,153027,3/11/2010,IN,250/500,500,1667.83,0,460586,MALE,JD,prof-specialty,paintball,husband,48500,-67400,2/4/2015,Parked Car,?,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,YES,1,1,NO,6600,1200,1200,4200,?,?,2005,3320,UNPROCESSED_LEGACY_01
134,36,469426,7/15/1990,OH,250/500,1000,1497.41,0,613842,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,1/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,NO,2,0,YES,77200,9650,9650,57900,?,Escape,1996,5438,UNPROCESSED_LEGACY_01
73,30,654974,5/10/2009,OH,100/300,500,803.36,0,435371,FEMALE,High School,protective-serv,reading,?,0,0,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,?,0,0,YES,57000,0,11400,45600,Audi,A3,2013,8140,UNPROCESSED_LEGACY_01
289,45,943425,10/28/1999,OH,250/500,2000,1221.41,0,466289,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,2/27/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,8742 4th St,9,1,NO,2,1,NO,2700,300,300,2100,Honda,Accord,2006,4212,UNPROCESSED_LEGACY_01
176,36,641845,N/A,OH,250/500,500,1865.83,5000000,436173,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,2/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,?,2,1,YES,47300,4300,8600,34400,?,Jetta,2006,8189,UNPROCESSED_LEGACY_01
145,37,794534,12/14/1991,none,250/500,2000,1434.27,0,457234,unknown_val,Associate,tech-support,sleeping,unmarried,0,-35900,1/4/2015,N/A,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,13,1,?,2,3,?,55110,5010,10020,40080,Nissan,Maxima,2002,9839,UNPROCESSED_LEGACY_01
164,31,357808,1/31/2011,IN,500/1000,500,1114.68,0,474758,FEMALE,Associate,other-service,reading,husband,44500,-55900,1/26/2015,Vehicle Theft,N/A,?,Police,SC,Springfield,8233 Tree Drive,5,1,YES,1,0,NO,4320,480,480,3360,Mercedes,E400,2002,9206,UNPROCESSED_LEGACY_01
186,38,536052,N/A,OH,250/500,2000,1218.56,0,477373,FEMALE,N/A,transport-moving,video-games,husband,39300,-60300,3/1/2015,N/A,N/A,Total Loss,Police,VA,Arlington,4642 Rock Ridge,23,3,YES,2,2,?,68760,11460,5730,51570,Saab,95,1998,9778,UNPROCESSED_LEGACY_01
85,31,873384,3/10/2004,IL,250/500,2000,1234.69,9000000,613471,FEMALE,MD,tech-support,paintball,husband,0,0,2/6/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,N/A,1,2,NO,2,1,?,74400,14880,7440,52080,BMW,?,2003,5280,UNPROCESSED_LEGACY_01
162,33,790225,N/A,OH,250/500,500,964.92,0,601581,unknown_val,Associate,exec-managerial,base-jumping,other-relative,45700,0,2/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,17,4,NO,2,1,NO,35300,3530,3530,28240,?,E400,1996,7472,UNPROCESSED_LEGACY_01
396,57,587498,10/15/1996,IL,500/1000,500,1351.72,0,612102,MALE,High School,tech-support,camping,wife,0,-49400,2/5/2015,Parked Car,?,Minor Damage,,NY,Springfield,3995 Lincoln Hwy,3,1,N/A,1,3,?,2640,480,480,1680,Volkswagen,Passat,2000,7441,UNPROCESSED_LEGACY_01
270,41,639027,6/21/1994,IL,none,1000,817.28,0,460263,unknown_val,N/A,sales,cross-fit,unmarried,62200,0,1/3/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,N/A,17,3,?,1,1,NO,60190,4630,9260,46300,Mercedes,ML350,2014,5980,UNPROCESSED_LEGACY_01
168,39,217899,6/13/1994,IL,500/1000,1000,1389.59,0,479134,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,2/24/2015,N/A,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,YES,1,3,NO,41580,3780,7560,30240,Chevrolet,?,2015,6916,?
274,45,589094,5/27/2003,IN,250/500,1000,1353.53,0,451467,FEMALE,JD,?,N/A,unmarried,54700,-47900,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2900 Sky Drive,13,1,YES,0,0,NO,58500,11700,0,46800,Accura,MDX,1995,3596,UNPROCESSED_LEGACY_01
263,43,458829,7/6/1996,IN,none,1000,1294.04,0,602670,FEMALE,Masters,handlers-cleaners,movies,not-in-family,0,0,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,17,1,YES,2,3,YES,79320,13220,6610,59490,Nissan,Ultima,1997,8535,UNPROCESSED_LEGACY_01
152,33,626208,5/8/2005,OH,none,1000,840.81,0,613607,FEMALE,High School,farming-fishing,chess,husband,0,0,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,2,1,YES,0,2,?,82610,7510,7510,67590,Ford,Escape,2002,5932,UNPROCESSED_LEGACY_01
46,41,315041,N/A,OH,100/300,2000,998.19,0,611556,FEMALE,MD,priv-house-serv,video-games,husband,43700,-66300,1/23/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,5779 2nd Lane,23,3,NO,1,3,?,78600,13100,19650,45850,Dodge,RAM,2004,8118,UNPROCESSED_LEGACY_01
276,46,283267,7/29/2012,OH,none,2000,1090.32,0,435518,MALE,College,handlers-cleaners,chess,?,0,-70400,1/5/2015,Single Vehicle Collision,N/A,?,Ambulance,SC,Columbus,6706 Francis Drive,17,1,NO,1,2,?,51390,5710,5710,39970,Volkswagen,Jetta,2007,1548,UNPROCESSED_LEGACY_01
234,44,442494,6/6/2002,IN,500/1000,500,1780.67,0,465942,unknown_val,Associate,other-service,exercise,other-relative,0,0,?,Single Vehicle Collision,Side Collision,Major Damage,unknown_val,NC,Springfield,6384 5th Ridge,3,1,NO,1,0,?,70200,7020,7020,56160,Ford,F150,2012,2909,UNPROCESSED_LEGACY_01
64,30,159243,9/19/1991,IL,250/500,2000,1681.01,0,446174,MALE,JD,protective-serv,base-jumping,own-child,0,-51100,2/7/2015,Parked Car,?,Minor Damage,,SC,?,3006 Lincoln Ridge,16,1,NO,2,1,?,4900,490,1470,2940,Jeep,Wrangler,2015,1515,?
456,62,669800,6/24/2009,none,250/500,1000,1395.77,0,611651,FEMALE,N/A,protective-serv,N/A,own-child,82600,-49500,2/7/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,?,5352 Lincoln Drive,13,3,?,1,3,?,66480,5540,11080,49860,Saab,92x,2012,5282,UNPROCESSED_LEGACY_01
58,23,520179,5/29/1992,OH,500/1000,2000,1471.44,5000000,446657,MALE,High School,transport-moving,reading,own-child,57500,0,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,N/A,Riverwood,6110 Rock Ridge,8,1,NO,2,1,NO,50380,4580,9160,36640,?,Tahoe,2007,2024,UNPROCESSED_LEGACY_01
475,61,607974,8/12/2004,IL,none,500,1265.72,0,612506,FEMALE,N/A,handlers-cleaners,paintball,wife,0,-59500,2/18/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,23,1,YES,0,2,?,64350,9900,9900,44550,Mercedes,E400,1998,3427,UNPROCESSED_LEGACY_01
